,pokedex_number,name,generation,status,species,type_number,type_1,hp,attack,defense,speed,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
387,327,Spinda,3,Normal,Spot Panda Pokémon,1,Normal,60.0,60.0,60.0,60.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
388,328,Trapinch,3,Normal,Ant Pit Pokémon,1,Ground,45.0,100.0,45.0,10.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
389,329,Vibrava,3,Normal,Vibration Pokémon,2,Ground,50.0,70.0,50.0,70.0,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,0.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0
390,330,Flygon,3,Normal,Mystic Pokémon,2,Ground,80.0,100.0,80.0,100.0,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,0.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0
391,331,Cacnea,3,Normal,Cactus Pokémon,1,Grass,50.0,85.0,40.0,35.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
392,332,Cacturne,3,Normal,Scarecrow Pokémon,2,Grass,70.0,115.0,60.0,55.0,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,0.0,4.0,1.0,0.5,1.0,0.5,1.0,2.0
393,333,Swablu,3,Normal,Cotton Bird Pokémon,2,Normal,45.0,40.0,60.0,50.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
394,334,Altaria,3,Normal,Humming Pokémon,2,Dragon,75.0,70.0,90.0,80.0,1.0,0.5,0.5,1.0,0.25,4.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0
396,335,Zangoose,3,Normal,Cat Ferret Pokémon,1,Normal,73.0,115.0,60.0,90.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
397,336,Seviper,3,Normal,Fang Snake Pokémon,1,Poison,73.0,100.0,60.0,65.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
398,337,Lunatone,3,Normal,Meteorite Pokémon,2,Rock,90.0,55.0,65.0,70.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,0.5,0.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,2.0,1.0
399,338,Solrock,3,Normal,Meteorite Pokémon,2,Rock,90.0,95.0,85.0,70.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,0.5,0.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,2.0,1.0
400,339,Barboach,3,Normal,Whiskers Pokémon,2,Water,50.0,48.0,43.0,60.0,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
401,340,Whiscash,3,Normal,Whiskers Pokémon,2,Water,110.0,78.0,73.0,60.0,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
402,341,Corphish,3,Normal,Ruffian Pokémon,1,Water,43.0,80.0,65.0,35.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
403,342,Crawdaunt,3,Normal,Rogue Pokémon,2,Water,63.0,120.0,85.0,55.0,1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0
404,343,Baltoy,3,Normal,Clay Doll Pokémon,2,Ground,40.0,40.0,55.0,55.0,1.0,1.0,2.0,0.0,2.0,2.0,0.5,0.5,0.0,1.0,0.5,2.0,0.5,2.0,1.0,2.0,1.0,1.0
405,344,Claydol,3,Normal,Clay Doll Pokémon,2,Ground,60.0,70.0,105.0,75.0,1.0,1.0,2.0,0.0,2.0,2.0,0.5,0.5,0.0,1.0,0.5,2.0,0.5,2.0,1.0,2.0,1.0,1.0
406,345,Lileep,3,Normal,Sea Lily Pokémon,2,Rock,66.0,41.0,77.0,23.0,0.5,1.0,1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0
407,346,Cradily,3,Normal,Barnacle Pokémon,2,Rock,86.0,81.0,97.0,43.0,0.5,1.0,1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0
408,347,Anorith,3,Normal,Old Shrimp Pokémon,2,Rock,45.0,95.0,50.0,75.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
409,348,Armaldo,3,Normal,Plate Pokémon,2,Rock,75.0,125.0,100.0,45.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
410,349,Feebas,3,Normal,Fish Pokémon,1,Water,20.0,15.0,20.0,80.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
411,350,Milotic,3,Normal,Tender Pokémon,1,Water,95.0,60.0,79.0,81.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
412,351,Castform,3,Normal,Weather Pokémon,1,Normal,70.0,70.0,70.0,70.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
413,351,Castform Sunny Form,3,Normal,Weather Pokémon,1,Fire,70.0,70.0,70.0,70.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
414,351,Castform Rainy Form,3,Normal,Weather Pokémon,1,Water,70.0,70.0,70.0,70.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
415,351,Castform Snowy Form,3,Normal,Weather Pokémon,1,Ice,70.0,70.0,70.0,70.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
416,352,Kecleon,3,Normal,Color Swap Pokémon,1,Normal,60.0,90.0,70.0,40.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
417,353,Shuppet,3,Normal,Puppet Pokémon,1,Ghost,44.0,75.0,35.0,45.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
418,354,Banette,3,Normal,Marionette Pokémon,1,Ghost,64.0,115.0,65.0,65.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
420,355,Duskull,3,Normal,Requiem Pokémon,1,Ghost,20.0,40.0,90.0,25.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
421,356,Dusclops,3,Normal,Beckon Pokémon,1,Ghost,40.0,70.0,130.0,25.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
422,357,Tropius,3,Normal,Fruit Pokémon,2,Grass,99.0,68.0,83.0,51.0,1.0,2.0,0.5,1.0,0.25,4.0,0.5,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
423,358,Chimecho,3,Normal,Wind Chime Pokémon,1,Psychic,75.0,50.0,80.0,65.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
424,359,Absol,3,Normal,Disaster Pokémon,1,Dark,65.0,130.0,60.0,75.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
426,360,Wynaut,3,Normal,Bright Pokémon,1,Psychic,95.0,23.0,48.0,23.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
427,361,Snorunt,3,Normal,Snow Hat Pokémon,1,Ice,50.0,50.0,50.0,50.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
428,362,Glalie,3,Normal,Face Pokémon,1,Ice,80.0,80.0,80.0,80.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
430,363,Spheal,3,Normal,Clap Pokémon,2,Ice,70.0,40.0,50.0,25.0,1.0,0.5,0.5,2.0,2.0,0.125,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
431,364,Sealeo,3,Normal,Ball Roll Pokémon,2,Ice,90.0,60.0,70.0,45.0,1.0,0.5,0.5,2.0,2.0,0.125,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
432,365,Walrein,3,Normal,Ice Break Pokémon,2,Ice,110.0,80.0,90.0,65.0,1.0,0.5,0.5,2.0,2.0,0.125,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
433,366,Clamperl,3,Normal,Bivalve Pokémon,1,Water,35.0,64.0,85.0,32.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
434,367,Huntail,3,Normal,Deep Sea Pokémon,1,Water,55.0,104.0,105.0,52.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
435,368,Gorebyss,3,Normal,South Sea Pokémon,1,Water,55.0,84.0,105.0,52.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
436,369,Relicanth,3,Normal,Longevity Pokémon,2,Water,100.0,90.0,130.0,55.0,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
437,370,Luvdisc,3,Normal,Rendezvous Pokémon,1,Water,43.0,30.0,55.0,97.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
438,371,Bagon,3,Normal,Rock Head Pokémon,1,Dragon,45.0,75.0,60.0,50.0,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
439,372,Shelgon,3,Normal,Endurance Pokémon,1,Dragon,65.0,95.0,100.0,50.0,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
440,373,Salamence,3,Normal,Dragon Pokémon,2,Dragon,95.0,135.0,80.0,100.0,1.0,0.5,0.5,1.0,0.25,4.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0
442,374,Beldum,3,Normal,Iron Ball Pokémon,2,Steel,40.0,55.0,80.0,30.0,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5
443,375,Metang,3,Normal,Iron Claw Pokémon,2,Steel,60.0,75.0,100.0,50.0,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5
444,376,Metagross,3,Normal,Iron Leg Pokémon,2,Steel,80.0,135.0,130.0,70.0,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5
464,387,Turtwig,4,Normal,Tiny Leaf Pokémon,1,Grass,55.0,68.0,64.0,31.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
465,388,Grotle,4,Normal,Grove Pokémon,1,Grass,75.0,89.0,85.0,36.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
466,389,Torterra,4,Normal,Continent Pokémon,2,Grass,95.0,109.0,105.0,56.0,1.0,2.0,1.0,0.0,1.0,4.0,1.0,1.0,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0
467,390,Chimchar,4,Normal,Chimp Pokémon,1,Fire,44.0,58.0,44.0,61.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
468,391,Monferno,4,Normal,Playful Pokémon,2,Fire,64.0,78.0,52.0,81.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0
469,392,Infernape,4,Normal,Flame Pokémon,2,Fire,76.0,104.0,71.0,108.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0
470,393,Piplup,4,Normal,Penguin Pokémon,1,Water,53.0,51.0,53.0,40.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
471,394,Prinplup,4,Normal,Penguin Pokémon,1,Water,64.0,66.0,68.0,50.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
472,395,Empoleon,4,Normal,Emperor Pokémon,2,Water,84.0,86.0,88.0,60.0,0.5,1.0,0.5,2.0,1.0,0.25,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.25,0.5
473,396,Starly,4,Normal,Starling Pokémon,2,Normal,40.0,55.0,30.0,60.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
474,397,Staravia,4,Normal,Starling Pokémon,2,Normal,55.0,75.0,50.0,80.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
475,398,Staraptor,4,Normal,Predator Pokémon,2,Normal,85.0,120.0,70.0,100.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
476,399,Bidoof,4,Normal,Plump Mouse Pokémon,1,Normal,59.0,45.0,40.0,31.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
477,400,Bibarel,4,Normal,Beaver Pokémon,2,Normal,79.0,85.0,60.0,71.0,1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0
478,401,Kricketot,4,Normal,Cricket Pokémon,1,Bug,37.0,25.0,41.0,25.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
479,402,Kricketune,4,Normal,Cricket Pokémon,1,Bug,77.0,85.0,51.0,65.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
480,403,Shinx,4,Normal,Flash Pokémon,1,Electric,45.0,65.0,34.0,45.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
481,404,Luxio,4,Normal,Spark Pokémon,1,Electric,60.0,85.0,49.0,60.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
482,405,Luxray,4,Normal,Gleam Eyes Pokémon,1,Electric,80.0,120.0,79.0,70.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
483,406,Budew,4,Normal,Bud Pokémon,2,Grass,40.0,30.0,35.0,55.0,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
484,407,Roserade,4,Normal,Bouquet Pokémon,2,Grass,60.0,70.0,65.0,90.0,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
485,408,Cranidos,4,Normal,Head Butt Pokémon,1,Rock,67.0,125.0,40.0,58.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
486,409,Rampardos,4,Normal,Head Butt Pokémon,1,Rock,97.0,165.0,60.0,58.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
487,410,Shieldon,4,Normal,Shield Pokémon,2,Rock,30.0,42.0,118.0,30.0,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5
488,411,Bastiodon,4,Normal,Shield Pokémon,2,Rock,60.0,52.0,168.0,30.0,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5
489,412,Burmy,4,Normal,Bagworm Pokémon,1,Bug,40.0,29.0,45.0,36.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
490,413,Wormadam Plant Cloak,4,Normal,Bagworm Pokémon,2,Bug,60.0,59.0,85.0,36.0,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
491,413,Wormadam Sandy Cloak,4,Normal,Bagworm Pokémon,2,Bug,60.0,79.0,105.0,36.0,1.0,2.0,2.0,0.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
492,413,Wormadam Trash Cloak,4,Normal,Bagworm Pokémon,2,Bug,60.0,69.0,95.0,36.0,0.5,4.0,1.0,1.0,0.25,0.5,1.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5
493,414,Mothim,4,Normal,Moth Pokémon,2,Bug,70.0,94.0,50.0,66.0,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
494,415,Combee,4,Normal,Tiny Bee Pokémon,2,Bug,30.0,30.0,42.0,70.0,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
495,416,Vespiquen,4,Normal,Beehive Pokémon,2,Bug,70.0,80.0,102.0,40.0,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
496,417,Pachirisu,4,Normal,EleSquirrel Pokémon,1,Electric,60.0,45.0,70.0,95.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
497,418,Buizel,4,Normal,Sea Weasel Pokémon,1,Water,55.0,65.0,35.0,85.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
498,419,Floatzel,4,Normal,Sea Weasel Pokémon,1,Water,85.0,105.0,55.0,115.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
499,420,Cherubi,4,Normal,Cherry Pokémon,1,Grass,45.0,35.0,45.0,35.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
500,421,Cherrim,4,Normal,Blossom Pokémon,1,Grass,70.0,60.0,70.0,85.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
501,422,Shellos,4,Normal,Sea Slug Pokémon,1,Water,76.0,48.0,48.0,34.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
502,423,Gastrodon,4,Normal,Sea Slug Pokémon,2,Water,111.0,83.0,68.0,39.0,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
503,424,Ambipom,4,Normal,Long Tail Pokémon,1,Normal,75.0,100.0,66.0,115.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
504,425,Drifloon,4,Normal,Balloon Pokémon,2,Ghost,90.0,50.0,34.0,70.0,0.0,1.0,1.0,2.0,0.5,2.0,0.0,0.5,0.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,1.0,1.0
505,426,Drifblim,4,Normal,Blimp Pokémon,2,Ghost,150.0,80.0,44.0,80.0,0.0,1.0,1.0,2.0,0.5,2.0,0.0,0.5,0.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,1.0,1.0
506,427,Buneary,4,Normal,Rabbit Pokémon,1,Normal,55.0,66.0,44.0,85.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
507,428,Lopunny,4,Normal,Rabbit Pokémon,1,Normal,65.0,76.0,84.0,105.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
509,429,Mismagius,4,Normal,Magical Pokémon,1,Ghost,60.0,60.0,60.0,105.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
510,430,Honchkrow,4,Normal,Big Boss Pokémon,2,Dark,100.0,125.0,52.0,71.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,1.0,2.0
511,431,Glameow,4,Normal,Catty Pokémon,1,Normal,49.0,55.0,42.0,85.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
512,432,Purugly,4,Normal,Tiger Cat Pokémon,1,Normal,71.0,82.0,64.0,112.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
513,433,Chingling,4,Normal,Bell Pokémon,1,Psychic,45.0,30.0,50.0,45.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
514,434,Stunky,4,Normal,Skunk Pokémon,2,Poison,63.0,63.0,47.0,74.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0
515,435,Skuntank,4,Normal,Skunk Pokémon,2,Poison,103.0,93.0,67.0,84.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0
516,436,Bronzor,4,Normal,Bronze Pokémon,2,Steel,57.0,24.0,86.0,23.0,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,0.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5
517,437,Bronzong,4,Normal,Bronze Bell Pokémon,2,Steel,67.0,89.0,116.0,33.0,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,0.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5
518,438,Bonsly,4,Normal,Bonsai Pokémon,1,Rock,50.0,80.0,95.0,10.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
519,439,Mime Jr.,4,Normal,Mime Pokémon,2,Psychic,20.0,25.0,45.0,60.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0
520,440,Happiny,4,Normal,Playhouse Pokémon,1,Normal,100.0,5.0,5.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
521,441,Chatot,4,Normal,Music Note Pokémon,2,Normal,76.0,65.0,45.0,91.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
522,442,Spiritomb,4,Normal,Forbidden Pokémon,2,Ghost,50.0,92.0,108.0,35.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
523,443,Gible,4,Normal,Land Shark Pokémon,2,Dragon,58.0,70.0,45.0,42.0,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0
524,444,Gabite,4,Normal,Cave Pokémon,2,Dragon,68.0,90.0,65.0,82.0,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0
525,445,Garchomp,4,Normal,Mach Pokémon,2,Dragon,108.0,130.0,95.0,102.0,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0
527,446,Munchlax,4,Normal,Big Eater Pokémon,1,Normal,135.0,85.0,40.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
